1.989956128603044272e-01 3.066682842053856106e-01 8.593962423690204577e-01 5.063235290828934643e-01 1.829851149299709379e-01 5.751244288177503883e-02 9.660354505147379367e-01 2.217523089073354381e-01 8.607209837725120494e-01 6.540518478710410921e-02 7.672952647620069344e-01 8.050438271525487410e-01 6.066548274934615570e-01 2.237786134053997289e-01 1.236510454433364936e-01 6.517727652448849218e-01 6.584628247979354976e-01 4.346495661537050914e-01 6.342633788107236992e-01 7.752047445078977805e-01
9.957272144101680933e-01 7.730574474734375201e-02 5.638607330149889574e-01 3.950784974887147083e-01 7.743376502661277749e-01 5.816871828206984230e-01 3.182143255589456876e-01 5.538628081284054927e-01 3.289333966288041644e-01 5.759359227695296513e-01 2.775890000908075583e-01 3.582927584577737523e-01 8.080113681468503728e-02 5.363540826175210441e-01 9.064381281015271297e-01 4.114421538275377932e-01 5.605412389166142262e-01 2.150970999053199995e-01 3.600062157035188726e-01 2.662369015783361270e-01
9.940667158482138221e-01 4.133474411645399194e-01 6.009044347812514397e-01 2.880551495629033454e-01 7.691356629644579002e-01 8.494026797273268592e-01 5.313231757055488780e-01 8.834806867454083612e-01 7.131450549632477598e-01 2.544383983702369623e-02 2.503251052705780522e-01 2.663532827806327496e-01 3.528285385298135512e-02 3.734500290890545582e-01 2.610208683506498595e-02 3.137350995243500806e-01 1.122677259805499039e-01 9.688718599721760638e-01 2.673239901103493521e-01 4.895524119968110988e-01
3.196690796153824898e-01 1.551945285718625556e-02 3.176312148963567061e-02 6.579794024683705000e-02 7.156840360562903847e-01 1.116517595960926368e-01 3.503440959880999017e-02 1.735340585248893452e-01 5.861540963999543052e-01 3.675259189493029766e-02 5.980795200557346147e-01 7.386647394104453035e-01 6.505290392440056246e-01 5.475857413532621010e-01 1.288359251659464411e-01 8.323062779930603394e-01 9.633666948019177223e-01 5.276243909386225672e-01 4.571482379708464716e-01 1.581846846455641220e-01
1.301284701481008055e-01 5.860155308147513287e-01 1.885414390164772414e-01 7.320279925228611040e-01 5.140257179809946120e-01 7.323562950848364617e-01 6.169617751712447307e-01 7.980424438905886486e-01 1.209363239647022192e-01 2.766244270923851056e-01 2.943426700906028870e-01 5.010195619784553189e-01 5.408170990706019365e-01 9.391882163126599181e-01 5.041579346973936726e-01 4.462270961787253576e-01 8.376205827819690475e-01 5.932432786677465097e-01 5.778006641495053719e-01 7.224258907388458884e-02
4.958992759978323450e-01 3.961299991055755587e-01 1.443845802586496418e-01 1.698294369469023346e-01 3.727213986377327926e-01 8.140787155067876757e-01 9.112938040226198355e-01 8.667715399117212893e-01 6.602929874964489354e-01 9.612301946034954581e-01 8.074335391526881178e-01 7.674478168542513412e-01 5.498176936372571877e-01 2.677646969800695498e-02 6.037561042236395670e-01 1.462658818950817174e-01 4.446942616166686957e-01 9.097765995846993636e-01 1.568687568403270838e-01 1.151286809813745204e-02
5.859190713455053601e-01 5.944355832111516413e-01 5.060645787602120471e-01 8.006252728901942506e-01 2.339625230360958819e-01 1.863006648956984090e-01 6.462249207967999398e-01 4.421537385928655528e-01 3.301593801938947914e-01 3.804275651728440399e-01 8.063298711902278093e-02 3.934652470535940916e-01 6.151021816741553128e-02 2.315521496173578164e-02 1.831540298592444493e-01 4.765859969163810383e-01 9.439109963596472586e-01 4.028211604431256587e-01 7.783366055644953541e-01 2.498563624939860173e-01
7.742868176487477383e-01 3.353235782368997331e-01 2.954636918087726327e-01 8.956071727877993327e-01 1.831183714083969294e-01 3.985368033579678171e-01 8.784637635969507752e-01 6.421586944420906162e-01 7.485839377611490653e-01 4.636712499231716578e-01 9.047001841268624833e-01 3.400114312708927278e-01 1.636823650804971608e-01 2.751356441528540753e-02 9.216288728104030659e-01 3.837257886936291662e-01 2.232905908093185676e-02 6.683948221211192253e-01 8.704970748050897544e-01 8.013466193968110662e-01
9.719106753249199260e-01 2.441302748458750171e-01 7.081266949330194960e-01 8.235258307369930364e-03 7.380395328530683363e-01 9.728200426545841051e-01 5.441150345616948547e-01 5.278882510864613131e-01 6.211109575955208184e-01 6.922992847279686446e-01 3.558475605957944765e-02 4.851429146995319686e-01 4.538028508271324535e-01 4.390218575747865115e-01 5.953481314354802656e-02 6.447777052963301614e-01 1.303785866720110764e-01 2.623338450256859078e-01 8.969087251215980272e-01 4.259175163000572528e-02
9.159622274408008025e-02 8.310121901180831383e-01 1.099509230826685169e-01 7.003625856242805536e-01 3.353570247374004776e-01 9.978714720601100652e-01 5.435941861836821598e-01 1.508844341639353770e-01 1.554896897821363977e-01 8.089199668631436024e-01 1.539497594558107973e-01 3.340250275803652302e-01 3.113013130061713651e-01 5.282700208327122393e-01 9.389373255742291535e-01 7.173892945056736803e-01 8.467033162779235012e-01 5.682155959861545647e-02 7.208716122613364474e-01 2.519970088414894560e-01
8.590429242234900453e-01 7.800540190530854678e-01 5.695300918608878771e-01 3.845926518758226997e-01 5.165271003164273456e-01 6.774113305235638371e-01 8.144170307979148316e-02 1.146184360844273442e-01 3.628096229543606999e-01 1.993752811167281980e-02 4.383364600246172360e-01 6.056929246284803448e-02 3.546666444329431567e-01 8.330619881323402254e-01 8.772826677939334905e-01 3.204675923037568763e-01 2.873311310051970269e-01 2.239925919202957472e-01 4.460371360226758064e-01 5.776553289756527487e-01
