5.743001689,152392.4844
2.912253892,137250.1049
4.801682813,141583.8964
0.851318032,114278.9035
2.530567696,126049.9758
5.494413151,163564.3112
4.753243977,135767.0398
5.756954558,156383.3562
3.934444195,132097.369
0.214270071,119590.7489
5.094775835,155899.0717
5.603959487,164313.4267
4.072410929,134375.0277
4.546440783,142652.7143
4.458794809,142953.1316
2.353362117,130124.1689
3.932867341,137661.4418
1.027120127,114480.45
4.236276528,130051.8675
0.190997078,99786.8708
1.66153791,111673.8599
0.277028344,93307.9413
0.582790687,108875.7548
4.94074697,151099.3741
4.168971738,141890.5967
1.90259688,111023.9011
5.701332293,163778.2766
0.206676483,104167.8413
2.632466158,124530.2654
2.289350743,123030.8462
4.593100729,144359.0347
4.771199407,137210.7199
1.121235627,109498.4504
2.938586375,124397.6647
2.673517204,120859.9342
3.877878061,131840.3707
4.256188985,139360.5472
4.528120092,133265.3865
1.656150462,122346.8812
4.078216061,143902.5212
3.930588024,139185.7131
0.975670411,109548.0776
0.713986089,102350.8794
2.990184312,136013.9548
5.758463751,156785.3326
2.04231436,116135.9626
3.511606506,143224.3797
1.342871637,112080.09
4.507602356,141541.8494
1.530570693,113543.1853
3.03574231,125269.8656
4.194460336,135223.8336
5.345419515,168610.1933
5.755748551,167490.4711
3.28329318,134678.1428
0.831746657,100774.7564
0.895764033,103764.8322
1.545049525,114391.2906
5.044303536,155191.5317
1.525693074,107264.9042
4.885708956,134877.8866
1.461149812,105916.9144
5.575581739,157756.8824
2.099902596,123347.1476
1.179571503,114505.7915
1.506503148,114283.3236
3.696268057,138064.8151
2.839733093,125540.4128
2.109957042,126271.7001
4.984971767,141679.5508
3.511584547,137846.0228
3.29834165,127891.1602
5.503161983,153022.2982
1.715034113,120467.0412
4.543201375,151666.5577
4.522374566,138517.9136
2.282675082,130390.7031
3.406929844,138030.1573
0.455125737,104144.0641
0.323700712,102065.6799
3.184785318,130542.2151
4.675003381,144931.3881
5.604064105,156178.9148
0.779437251,108102.1146
3.412941965,139085.7964
2.816343846,137325.2986
0.071412417,103515.6108
2.022735866,118969.0786
0.973093849,113482.0806
4.765707244,148756.436
1.867290252,112494.2973
3.171198813,137407.3191
0.993892377,111781.2953
3.611891648,136929.9661
1.577827707,118869.7551
3.924474591,140813.1839
4.135287019,135703.9556
4.488909557,143915.0695
2.703249591,126156.1681
0.502928268,101837.2144
